日期,ATR,RSI,EXPMA,KDJ,WVAD,VWAP,Volume,OI
2010/8/10,53.5,69.48097268,4283.367306,87.03152489,72606.28429,4365.68335,2026632.00 ,1271876.00 
2010/8/11,55.57142857,70.18518123,4295.310798,83.36823881,88980.60479,4383.205643,3105900.00 ,1331284.00 
2010/8/12,55.71428571,49.58894117,4296.18606,62.34574317,62257.3934,4319.174452,2221398.00 ,1317378.00 
2010/8/13,56.21428571,57.76839085,4302.003589,56.60142276,73108.47906,4314.767144,2033386.00 ,1351294.00 
2010/8/16,55.42857143,63.57161394,4311.07996,59.53879312,91159.66351,4345.909813,1985172.00 ,1366418.00 
2010/8/17,52.78571429,64.85930223,4319.683043,62.09690033,91558.53294,4367.300905,2247598.00 ,1280464.00 
2010/8/18,51.71428571,62.22004112,4326.039498,62.16296088,75277.70427,4375.754565,1856012.00 ,1216194.00 
2010/8/19,49.21428571,63.41114302,4332.033421,62.27530725,71787.86427,4362.792851,1708774.00 ,1213606.00 
2010/8/20,48.42857143,41.9734804,4328.79751,46.27877626,36322.6923,4328.036759,1710370.00 ,1178686.00 
2010/8/23,49.28571429,30.51201342,4318.367124,32.37757197,-1813.874534,4272.935115,2087788.00 ,1185450.00 
2010/8/24,48.71428571,26.51531728,4306.002951,22.42892984,2676.555466,4256.600908,1999438.00 ,1131506.00 
2010/8/25,46.71428571,24.3518104,4293.540959,17.3600273,11985.81521,4228.265487,1604320.00 ,1137160.00 
2010/8/26,46.42857143,39.04343466,4287.919273,19.90668487,1331.094267,4248.236859,1313978.00 ,1133676.00 
2010/8/27,43.78571429,43.56456574,4284.854769,23.64149362,7953.230084,4259.436418,1229674.00 ,1119014.00 
2010/8/30,46.21428571,63.01572932,4292.261728,38.16840315,41919.14147,4310.50732,2095560.00 ,1162306.00 
2010/8/31,44.85714286,55.5879113,4295.298385,45.52592339,25786.69831,4324.012152,2163030.00 ,1113860.00 
2010/9/1,44.64285714,65.01394871,4304.02171,59.51728226,37613.54962,4348.828772,2424564.00 ,1098080.00 
2010/9/2,44.92857143,71.24005091,4316.633755,71.37217724,11475.04915,4383.359324,1718938.00 ,1105294.00 
2010/9/3,44.07142857,62.93849843,4324.074716,74.70911107,-10253.25127,4374.894445,1469524.00 ,1087286.00 
2010/9/6,57.35714286,84.92381289,4364.063221,82.43765299,34351.18003,4545.584093,2910994.00 ,1221910.00 
2010/9/7,58.35714286,80.72547495,4395.43811,86.04457765,11081.57825,4567.60113,2476508.00 ,1189394.00 
2010/9/8,58.35714286,72.64501228,4417.370709,85.49407296,8861.238703,4543.921254,1885662.00 ,1217574.00 
2010/9/9,69.85714286,52.02350472,4420.698292,73.77094042,-18624.47359,4471.384472,2771568.00 ,1092142.00 
2010/9/10,70,59.65800658,4431.975478,71.09204886,-25024.13362,4473.700002,2418896.00 ,1197244.00 
2010/9/13,71.92857143,57.08162365,4439.517712,67.22438294,-26289.61633,4499.12722,2154444.00 ,1151560.00 
2010/9/14,75.14285714,45.62360095,4436.207295,55.13371561,-51912.23037,4447.939768,2420840.00 ,1159224.00 
2010/9/15,75.07142857,45.44982636,4433.252326,46.94099559,-40648.13813,4419.105421,2034404.00 ,1110354.00 
2010/9/16,79.21428571,36.85808949,4422.905815,34.7331505,-62555.91297,4387.926547,2315300.00 ,1090372.00 
2010/9/17,76.78571429,35.7451415,4413.074151,25.66866118,-82184.89922,4368.091486,1860220.00 ,1081302.00 
2010/9/20,78.5,41.49879457,4407.678128,22.66799634,-77302.01338,4388.943908,2509684.00 ,1048714.00 
2010/9/21,79.42857143,30.85455816,4393.727646,16.69302523,-72445.90441,4331.799749,1475212.00 ,880984.00 
2010/9/27,82.64285714,23.7762959,4372.84647,11.47833384,-86138.75895,4281.112542,1525280.00 ,906172.00 
2010/9/28,83.35714286,23.02429069,4354.100859,9.802760192,-71024.31481,4260.80488,1256640.00 ,844016.00 
2010/9/29,72,21.72836642,4336.546881,9.406584198,-54200.50786,4250.856241,1267204.00 ,781670.00 
2010/9/30,73.71428571,31.41433613,4325.231976,15.61554707,-42225.49373,4229.106166,1146126.00 ,751058.00 
2010/10/8,74.64285714,37.83604669,4318.119364,22.03501457,-42418.57678,4275.305693,801136.00 ,737044.00 
2010/10/11,65.71428571,56.69169653,4321.639462,36.46178149,-47335.15378,4347.921841,1108146.00 ,779330.00 
2010/10/12,64.57142857,46.57484115,4318.925699,40.52407054,-53262.71147,4312.236004,564110.00 ,697770.00 
2010/10/13,61.78571429,52.11743451,4319.706361,50.45927047,-68932.40872,4315.183223,410494.00 ,601846.00 
2010/10/14,70.57142857,75.23791663,4343.443844,61.80567373,-82115.74491,4486.019368,1792046.00 ,882978.00 
2010/10/15,73.5,77.33880736,4367.221714,71.80155351,-81667.00891,4460.711739,1753840.00 ,912814.00 
2010/10/18,73.35714286,79.27318613,4390.726065,78.0353001,-72341.80645,4527.419063,2626080.00 ,1041522.00 
2010/10/19,77.35714286,68.99359023,4405.691286,79.21161534,-75070.44993,4503.522972,2125438.00 ,973342.00 
2010/10/20,80.85714286,52.03907526,4408.046473,71.7002517,-95719.73149,4421.199403,1837350.00 ,893744.00 
2010/10/21,78.85714286,53.27303749,4410.9624,65.03717667,-91665.14749,4437.491296,1943500.00 ,921992.00 
2010/10/22,74.57142857,49.69315383,4411.275877,58.82072868,-79137.69113,4419.469072,1104678.00 ,863446.00 
2010/10/25,78.21428571,67.72533178,4426.464204,66.84027827,-43195.33203,4479.385791,2565054.00 ,1076484.00 
2010/10/26,77.28571429,59.07994154,4434.238942,63.39257722,-77468.63361,4494.873673,2136466.00 ,1005426.00 
2010/10/27,77.28571429,60.72092617,4442.202181,62.78902512,-66914.44159,4507.78241,3459542.00 ,1014438.00 
2010/10/28,76.5,64.16944822,4451.709538,65.77648755,-44340.2292,4508.422652,1680382.00 ,1008602.00 
2010/10/29,72.71428571,64.37794506,4459.908071,68.09341595,-33450.46994,4495.8604,1531558.00 ,941652.00 
2010/11/1,73.21428571,73.3202615,4474.229906,77.10732234,-5813.782952,4541.351024,1697620.00 ,1100574.00 
2010/11/2,73.21428571,68.5855208,4484.656074,79.65691408,-5218.656702,4545.406359,1159876.00 ,1007590.00 
2010/11/3,62.21428571,70.45851158,4494.862832,79.77127605,-13581.70332,4568.698702,1720450.00 ,1002842.00 
2010/11/4,61.07142857,79.44549905,4511.960858,85.80496418,7246.638692,4582.447449,1534004.00 ,1216284.00 
2010/11/5,64.28571429,87.74342573,4542.120726,87.36807498,38173.18313,4699.68114,2644480.00 ,1190582.00 
2010/11/8,61.64285714,87.8013626,4567.79446,88.52528154,31226.62512,4700.583151,1628332.00 ,1125614.00 
2010/11/9,67.78571429,93.30664123,4611.826082,88.32853263,52342.35935,4814.254068,2925024.00 ,1202140.00 
2010/11/10,75.71428571,71.02404017,4636.160531,81.70084696,33067.25099,4815.901156,2664716.00 ,1026544.00 
2010/11/11,81.5,73.13225265,4660.28968,78.06757584,32133.30419,4805.628202,2438760.00 ,1046018.00 
2010/11/12,90.14285714,45.93211896,4656.706652,61.20947104,-3446.747623,4657.673667,4421772.00 ,879838.00 
2010/11/15,93.64285714,50.20595083,4658.290244,52.31316334,20537.16315,4652.595702,2758176.00 ,871004.00 
2010/11/16,92.64285714,47.07992115,4656.399437,42.94152581,9811.530941,4659.840066,1799372.00 ,849250.00 
2010/11/17,100.9285714,35.09333055,4640.030293,33.36663969,28671.57294,4544.359746,2693604.00 ,772888.00 
2010/11/18,103.1428571,45.6453686,4635.564094,31.88298068,23704.51763,4594.582515,1649710.00 ,747278.00 
2010/11/19,104.9285714,50.69162279,4636.70808,33.46415579,10027.8747,4632.023112,1853112.00 ,694868.00 
2010/11/22,106.1428571,50.86269331,4637.829914,35.2208296,28371.02009,4649.595393,1375458.00 ,707436.00 
2010/11/23,106.7857143,44.07354321,4633.08685,34.19154106,18971.25328,4612.072856,1595554.00 ,690430.00 
2010/11/24,109.7857143,59.50172574,4642.61195,45.16278176,36284.50235,4640.724416,1586012.00 ,788806.00 
2010/11/25,104.8571429,56.93173419,4648.825496,56.01945235,33840.2808,4711.090197,1677462.00 ,758480.00 
2010/11/26,106,49.82939101,4649.006189,58.80379144,4484.859659,4656.3012,1482902.00 ,713490.00 
2010/11/29,95.14285714,53.61684477,4651.928314,63.08916731,22438.5176,4660.018376,921840.00 ,699648.00 
2010/11/30,88,45.78277034,4649.170112,55.58325439,22071.33079,4632.702794,945702.00 ,635964.00 
2010/12/1,84.64285714,55.80970804,4653.605479,57.40182328,25437.3154,4658.673805,777228.00 ,635332.00 
2010/12/2,72.14285714,57.31671561,4658.435405,59.74439225,19832.34422,4697.403812,786242.00 ,641072.00 
2010/12/3,69,65.89117872,4669.137651,69.53044953,13720.97271,4719.848339,1185750.00 ,724502.00 
2010/12/6,67.85714286,62.72632078,4676.808781,73.79127475,16404.69117,4718.803075,675060.00 ,695742.00 
2010/12/7,61.14285714,70.47799322,4689.60743,80.22143683,26829.32798,4744.035827,873766.00 ,751160.00 
2010/12/8,59.57142857,54.5424629,4693.052441,74.44531848,12948.81309,4737.126764,631582.00 ,678242.00 
2010/12/9,55.92857143,55.30047676,4696.428989,71.22350372,-8151.638088,4727.837146,599348.00 ,639992.00 
2010/12/10,55.21428571,58.61312355,4701.132221,71.59135049,931.5906904,4715.889652,488184.00 ,630880.00 
2010/12/13,55.64285714,70.12571522,4713.111879,79.01591055,-13450.87942,4768.976296,699028.00 ,644824.00 
2010/12/14,50.64285714,70.69016203,4723.710052,83.42440014,555.2007785,4774.865547,441076.00 ,631422.00 
2010/12/15,51,65.72305793,4731.139275,78.09688691,-1955.383389,4783.522187,756702.00 ,634042.00 
2010/12/16,48.35714286,63.06429814,4736.656309,72.45026621,29493.38525,4772.612934,389226.00 ,625876.00 
2010/12/17,47.07142857,70.04440112,4745.016877,75.29742265,12687.31448,4784.417308,406692.00 ,625434.00 
2010/12/20,47.14285714,72.63053926,4753.629665,77.06395341,22249.6332,4800.331488,574278.00 ,629708.00 
2010/12/21,44.92857143,77.52101354,4764.148178,82.31122074,17263.34297,4817.686414,482152.00 ,686696.00 
2010/12/22,44.85714286,60.28570492,4768.740766,79.09477066,7525.912276,4804.742222,463988.00 ,636140.00 
2010/12/23,43.14285714,50.63603376,4769.549879,67.47343685,5166.554877,4778.473468,387802.00 ,632388.00 
2010/12/24,43.28571429,45.40341401,4768.388359,52.0983961,508.5702082,4760.288971,377644.00 ,621460.00 
2010/12/27,42.5,35.214297,4763.097842,38.89893073,6898.843223,4748.89195,407238.00 ,615062.00 
2010/12/28,40.5,40.89850213,4760.159713,33.07547763,-4792.408065,4745.880398,261366.00 ,598940.00 
2010/12/29,42.35714286,53.60018831,4761.673603,36.9312708,2415.428487,4754.396297,496128.00 ,608974.00 
2010/12/30,42.42857143,61.59910891,4766.185357,45.75179958,11955.99032,4773.698439,322462.00 ,574712.00 
2010/12/31,40.57142857,68.18140498,4773.233763,57.8821521,12955.60143,4803.977048,279364.00 ,568186.00 
2011/1/4,41.07142857,71.01995837,4780.736261,66.23037782,16754.00301,4823.125325,275428.00 ,576934.00 
2011/1/5,38.92857143,54.19498421,4782.62299,63.93678305,10450.21768,4807.418898,214902.00 ,561420.00 
2011/1/6,39.07142857,60.40530736,4786.680992,66.74376322,14383.52744,4816.896903,186136.00 ,557852.00 
2011/1/7,40.78571429,51.95270276,4787.653147,64.27903998,6960.137934,4799.294386,369032.00 ,553694.00 
2011/1/10,40.85714286,66.40728818,4794.783432,71.8270523,12953.65027,4835.424825,436038.00 ,549690.00 
2011/1/11,39.78571429,68.87390251,4802.201365,79.16675281,8684.618141,4835.439759,183264.00 ,535096.00 
2011/1/12,38.71428571,70.04689897,4809.093463,80.55561299,11567.81977,4850.259152,223236.00 ,543014.00 
2011/1/13,37.71428571,74.13997866,4817.079084,85.16441615,15511.20924,4855.235589,168582.00 ,528286.00 
2011/1/14,39.5,82.66683283,4830.297687,86.56351147,15117.60178,4891.697112,354032.00 ,544148.00 
2011/1/17,38.42857143,84.9372977,4843.944196,88.05088799,10513.71483,4915.538459,252814.00 ,531762.00 
2011/1/18,39.92857143,80.20933244,4854.568166,87.76042105,8657.702431,4909.849906,208070.00 ,518064.00 
2011/1/19,38,83.51314979,4866.32691,89.80776038,9855.96567,4926.05846,179098.00 ,500434.00 
2011/1/20,36.42857143,72.95765605,4874.276616,87.72898311,9358.07167,4921.815276,143046.00 ,486856.00 
2011/1/21,38.07142857,80.30915518,4885.926367,90.25682207,7663.340822,4929.423991,236038.00 ,476296.00 
2011/1/24,37.21428571,82.92083921,4898.091542,90.94044548,8947.412482,4966.502789,163504.00 ,462662.00 
2011/1/25,36.64285714,83.27575297,4908.692843,91.24424761,7475.904068,4966.833689,111670.00 ,454316.00 
2011/1/26,37.71428571,68.01187701,4914.893944,86.49087407,10780.33407,4945.680059,105288.00 ,441722.00 
2011/1/27,38.71428571,55.19676929,4917.217953,73.41149846,12746.07458,4920.393278,167810.00 ,405718.00 
2011/1/28,36.28571429,58.18265289,4920.107498,66.88971692,14374.57735,4935.70874,50848.00 ,386380.00 
2011/1/31,39.71428571,76.76468847,4931.783268,76.68037203,15290.5288,4982.304459,80326.00 ,357876.00 
2011/2/1,40.07142857,81.12589391,4945.662765,84.1971711,14735.42511,5005.622915,57202.00 ,342150.00 
2011/2/9,47.64285714,89.97988219,4973.099263,86.09253689,12733.50511,5129.207486,166064.00 ,378720.00 
2011/2/10,48.57142857,92.59529996,5006.160915,89.53010085,14131.68318,5173.868535,396576.00 ,501100.00 
2011/2/11,50.85714286,83.96569896,5030.905389,86.78861323,9891.463612,5200.530302,466606.00 ,480486.00 
2011/2/14,50.5,78.13978617,5049.689176,83.57618725,8468.422844,5163.682238,274470.00 ,489438.00 
2011/2/15,51.42857143,78.64773416,5066.198533,81.83021781,8651.433658,5176.932808,304650.00 ,495618.00 
2011/2/16,55.78571429,56.8511647,5071.706451,74.16762645,5076.390797,5107.692605,543684.00 ,497640.00 
2011/2/17,59.5,37.70158103,5063.44392,58.74213646,-67.54874773,5046.3763,720920.00 ,521872.00 
2011/2/18,62,32.53517005,5051.375625,39.1614243,-7513.148072,5012.765819,525722.00 ,548366.00 
2011/2/21,65.28571429,43.98031316,5047.471683,33.28710338,-5715.442439,5006.983039,557856.00 ,587800.00 
2011/2/22,70.07142857,38.95177462,5040.168347,28.14378321,-6589.027893,5010.970877,666140.00 ,597838.00 
2011/2/23,70.35714286,29.58460492,5024.757832,19.76586662,-8575.119796,4951.999139,482982.00 ,629114.00 
2011/2/24,74.35714286,24.03568065,5004.33355,14.4430672,-15418.43614,4916.891067,616964.00 ,682908.00 
2011/2/25,73.71428571,21.69583486,4983.513004,10.42473137,-20129.6936,4884.595438,565278.00 ,678728.00 
2011/2/28,74.07142857,32.0495831,4970.511003,11.48984481,-18136.47867,4897.780301,434022.00 ,651826.00 
2011/3/1,72.64285714,24.135224,4949.970849,9.977777332,-23629.47815,4856.870138,731978.00 ,708380.00 
2011/3/2,71.42857143,27.59578701,4934.12918,13.09546989,-21666.59138,4829.891993,562724.00 ,693768.00 
2011/3/3,72.42857143,23.26581562,4915.493921,10.96079653,-26554.20917,4839.118314,751100.00 ,761310.00 
2011/3/4,73.92857143,24.51981915,4900.187164,12.52261719,-27380.60747,4796.826512,651168.00 ,743146.00 
2011/3/7,73.78571429,31.66678496,4889.696831,18.47913041,-25582.22465,4820.783485,631320.00 ,770410.00 
2011/3/8,74.35714286,22.31645017,4871.743473,15.24624954,-28688.79798,4802.719168,984616.00 ,781120.00 
2011/3/9,69.14285714,22.05158658,4856.244477,13.3199849,-28069.19182,4775.148062,489862.00 ,781434.00 
2011/3/10,71.42857143,13.32306887,4828.976096,9.015491291,-34988.60876,4709.041412,676322.00 ,823608.00 
2011/3/11,69.42857143,11.90892245,4802.364389,6.620828138,-38201.8399,4673.15275,661172.00 ,797976.00 
2011/3/14,68.42857143,38.24309865,4791.692944,17.35340723,-30945.54941,4692.193033,1037316.00 ,798722.00 
2011/3/15,68.42857143,48.14757012,4788.970953,30.27498597,-24804.03463,4743.573046,1033572.00 ,772908.00 
2011/3/16,68.42857143,59.24358773,4795.590806,51.7014758,-20634.2252,4792.612597,978500.00 ,734950.00 
2011/3/17,68.35714286,55.5541591,4798.884528,62.67277874,-17016.88785,4821.042183,907000.00 ,718996.00 
2011/3/18,72.92857143,42.60599265,4792.286909,60.21133967,-23582.29773,4791.494797,1146010.00 ,797818.00 
2011/3/21,72.64285714,28.93919473,4770.858153,42.06397004,-33263.24962,4696.155373,1023590.00 ,822988.00 
2011/3/22,72.42857143,28.40836366,4751.956899,31.19579984,-28880.342,4657.26947,1033140.00 ,818008.00 
2011/3/23,73,47.05485927,4748.271222,35.96236506,-14036.69369,4696.433234,1126490.00 ,791080.00 
2011/3/24,74.28571429,45.11598639,4743.460265,37.48842355,-12350.74517,4723.931473,1152720.00 ,797750.00 
2011/3/25,74.07142857,48.14609528,4741.389455,40.45774783,-16016.62027,4723.223626,795444.00 ,762456.00 
2011/3/28,72.57142857,58.50744865,4747.175693,49.79465471,-8529.372198,4770.934109,1028210.00 ,715432.00 
2011/3/29,74.07142857,64.57481666,4757.456355,61.27451455,-692.8671207,4796.79344,1028516.00 ,724372.00 
2011/3/30,71.57142857,58.68994375,4763.078455,66.03821332,-1171.183552,4804.383477,938002.00 ,728002.00 
2011/3/31,72.14285714,58.68994375,4767.835615,71.04812927,3738.941824,4795.596634,771454.00 ,690710.00 
2011/4/1,68.14285714,53.75217778,4769.707059,72.12270107,-734.5866756,4776.58412,608806.00 ,634050.00 
2011/4/6,70.28571429,72.43662534,4785.752127,81.12014879,12493.87349,4841.982656,864992.00 ,706736.00 
2011/4/7,67,73.78849353,4800.867184,86.75983776,12189.71731,4871.143447,689870.00 ,680536.00 
2011/4/8,66.71428571,76.79331697,4817.041464,89.74465374,17280.62275,4892.768544,663624.00 ,662366.00 
2011/4/11,62.21428571,78.66133404,4832.881239,90.22700578,17551.77186,4914.19101,782902.00 ,690536.00 
2011/4/12,57.78571429,70.403534,4843.66874,87.18837422,15576.68353,4896.635867,722554.00 ,672600.00 
2011/4/13,58,74.05629294,4855.719703,88.68113837,25491.33686,4886.63613,790810.00 ,745686.00 
2011/4/14,53.78571429,66.30384634,4863.60898,86.89853669,24737.92686,4914.073336,753410.00 ,727450.00 
2011/4/15,55.35714286,39.70356271,4857.976829,70.89532076,22690.42693,4848.976375,1084022.00 ,738936.00 
2011/4/18,56.57142857,45.29957227,4855.826548,61.2218805,28137.29272,4829.393119,684450.00 ,715936.00 
2011/4/19,58,31.05726462,4843.237848,43.79410283,15167.7308,4791.233906,819568.00 ,682002.00 
2011/4/20,57.14285714,43.28456835,4838.739718,39.62437395,12686.26496,4806.151713,515118.00 ,664864.00 
2011/4/21,57.28571429,52.18818961,4840.318223,43.36224558,7617.109009,4856.083141,621160.00 ,648452.00 
2011/4/22,56.71428571,57.65787703,4845.346188,51.06615987,7464.967407,4858.238091,616360.00 ,633202.00 
2011/4/25,55.71428571,59.0628444,4850.523698,57.35817209,15142.21847,4875.22292,445524.00 ,645296.00 
2011/4/26,53.35714286,63.21302163,4857.520052,64.82837677,29414.13394,4881.403644,822422.00 ,684212.00 
2011/4/27,54.21428571,58.60013672,4861.747736,69.03192598,24448.34179,4898.920501,720386.00 ,705452.00 
2011/4/28,54.07142857,64.52988807,4868.555777,74.21176017,16636.50754,4913.460281,725214.00 ,687486.00 
